Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
LMOB005,SW,Linux Web Camera Application Test,1.4,Linux Mobile,-100,360,,jvirata,Linux,Single,Active,Linux,SIT,jvirata,To qualify Web Camera Application compatibility with ThinkPad Products using Linux OS,,,
LMOB005,SW,Linux Web Camera Application Test,1.4,Linux Mobile,-100,360,,jvirata,Linux,Single,Active,Linux,SIT 2,jvirata,To qualify Web Camera Application compatibility with ThinkPad Products using Linux OS,,,
LMOB005,SW,Linux Web Camera Application Test,1.4,Linux Mobile,-100,360,,jvirata,Linux,Single,Active,Linux,SOVP,jvirata,To qualify Web Camera Application compatibility with ThinkPad Products using Linux OS,,,
LMOB005,SW,Linux Web Camera Application Test,1.4,Linux Mobile,-100,360,,jvirata,Linux,Single,Active,Linux,SS,jvirata,To qualify Web Camera Application compatibility with ThinkPad Products using Linux OS,,,
LMOB005,SW,Linux Web Camera Application Test,1.4,Linux Mobile,-100,360,,jvirata,Linux,Single,Active,Linux,SS 2,jvirata,To qualify Web Camera Application compatibility with ThinkPad Products using Linux OS,,,
LMOB005,SW,Linux Web Camera Application Test,1.4,Linux Mobile,-100,360,,jvirata,Linux,Single,Active,Linux,SVT,jvirata,To qualify Web Camera Application compatibility with ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,FVT,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,FVT 2,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,SIT,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,SIT 2,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,SOVP,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,SS,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,SS 2,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB006,SW,Linux NFC Function Test,1.2,Mobile Linux,-100,240,,jvirata,Linux,Single,Active,Linux,SVT,jvirata,To qualify NFC Functionality of ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,FVT,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,FVT 2,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,SIT,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,SIT 2,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,SOVP,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,SS,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,SS 2,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB007,SW,Linux Motion and Orientation Sensor Function Test,1.1,Mobile Linux,-100,120,,jvirata,Linux,Single,Active,Linux,SVT,jvirata,To qualify Sensor Functions on ThinkPad Products using Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,FVT,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,FVT 2,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,SIT,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,SIT 2,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,SOVP,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,SS,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,SS 2,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB008,SW,Linux Thunderbolt 3 Function Test,1.1,Mobile Linux,-100,2160,,jvirata,Linux,Single,Active,Linux,SVT,jvirata,To qualify Thunderbolt 3 Function in ThinPad products in Linux OS,,,
LMOB009,SW,Linux MultiTouch Screen Function Test,1.2,Mobile Linux,-100,960,,jvirata,Linux,Single,Active,Linux,nan,jvirata,To qualify ThinkPad Products' Touch Screen Function with Linux OS,,,
LMOB010,SW,Linux Mobile Team ATS Procedure,1,Mobile Linux,-100,60,,jvirata,Linux,Single,Active,Linux,nan,jvirata,To qualify ThinkPad Products using ATS with Liunx OS,,,
LMOB011,SW,Linux Lenovo Active Pen Function Test,1.3,Mobile Linux,-100,480,,jvirata,Linux,Single,Active,Linux,nan,jvirata,To qualify ThinPad Products using Lenovo Active Pen with Linux OS,,,
LMOB017,SW,Linux Smartcard Reader Function Test,1,Linux Mobile,-100,240,,jvirata,Linux,Single,Active,Linux,nan,jvirata,To qualify the functions of Smartcard on ThinkPad products with Linux OS,,,
LMOB018,SW,Linux Titan Ridge TBT Dock Function Test,2.1,Mobile Linux,-100,1335,,jvirata,Linux,Single,Active,Linux,nan,jvirata,To qualify TBT TR Dock with Thikpad Products using Linux OS,,,
LMOB012,SW,FFRT: Linux Thunberbolt Function test,1.2,Mobile Linux,-100,720,,jvirata,FFRT: Linux,Single,Active,Linux,nan,jvirata,To qualify FFRT Thunderbolt Funcitons with Linux OS,,,
LMOB013,SW,FFRT: Linux USB Type-C Function test,1.3,Mobile Linux,-100,240,,jvirata,FFRT: Linux,Single,Active,Linux,nan,jvirata,To qualify FFRT USB-C Function Test with Linux OS,,,
LMOB014,SW,FFRT: Linux USB Type-A Function test,1.2,Mobile Linux,-100,480,,jvirata,FFRT: Linux,Single,Active,Linux,nan,jvirata,To qualify FFRT USB-A Function Test with Linux OS,,,
LMOB015,SW,FFRT: Linux MultiTouch Screen Function Test,1.1,Mobile Linux,-100,120,,jvirata,FFRT: Linux,Single,Active,Linux,nan,jvirata,To quaify FFRT Motion and Orientation Functions with Linux,,,
LMOB016,SW,FFRT: Linux Lenovo Active Pen Function Test,1.01,Mobile Linux,-100,480,,jvirata,FFRT: Linux,Single,Active,Linux,nan,jvirata,To qualify FFRT Touch and Pen Functions with Linux OS,,,
MOB0024,SW,X1 Fold:Touch & Pen Function in Folded & Flat Modes,1.8,Lark Mobile,-100,960,,eb71725,X1 Fold,Single,Active,Win 10,nan,jvirata,To qualify Lark [X1 Fold] and its Touch & Pen Functionality,,,
MOB0025,SW,X1 Fold:BT Keyboard Function Test,2.3,Lark Mobile,-100,480,,jvirata,X1 Fold,Single,Active,Win 10,nan,jvirata,To qualify Lark [X1 Fold] and its Bluetooth keyboard accessory's Function and compatibility,,,
MOB0027,SW,Mobile Team Stress Test,1.10,Mobile,-100,120,,jvirata,Stress,Single,Active,Win 10,SIT,jvirata,To qualify ThinkPad products under Stress scenarios,,,
MOB0027,SW,Mobile Team Stress Test,1.10,Mobile,-100,120,,jvirata,Stress,Single,Active,Win 10,SIT 2,jvirata,To qualify ThinkPad products under Stress scenarios,,,
MOB0027,SW,Mobile Team Stress Test,1.10,Mobile,-100,120,,jvirata,Stress,Single,Active,Win 10,SOVP,jvirata,To qualify ThinkPad products under Stress scenarios,,,
MOB0027,SW,Mobile Team Stress Test,1.10,Mobile,-100,120,,jvirata,Stress,Single,Active,Win 10,SS,jvirata,To qualify ThinkPad products under Stress scenarios,,,
MOB0027,SW,Mobile Team Stress Test,1.10,Mobile,-100,120,,jvirata,Stress,Single,Active,Win 10,SS 2,jvirata,To qualify ThinkPad products under Stress scenarios,,,
MOB0027,SW,Mobile Team Stress Test,1.10,Mobile,-100,120,,jvirata,Stress,Single,Active,Win 10,SVT,jvirata,To qualify ThinkPad products under Stress scenarios,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,FVT,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,FVT 2,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,SIT,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,SIT 2,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,SOVP,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,SS,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,SS 2,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0039,SW,SSD Power Cycle Test [AMD],3,Mobile AMD,-100,960,,jvirata,AMD,Single,Active,Win 10,SVT,jvirata,To qualify SSD Power Cycle on ThinkPad AMD Products,,,
MOB0045,SW,RS Function Test MOB0045,2.0,Restricted Standby,-100,1561,,pcarrillo3,RS Function Test,Single,Active,Win 11,FVT,jvirata,To qualify RS Mode system behavior,,,
MOB0045,SW,RS Function Test MOB0045,2.0,Restricted Standby,-100,1561,,pcarrillo3,RS Function Test,Single,Active,Win 11,SIT,jvirata,To qualify RS Mode system behavior,,,
MOB0045,SW,RS Function Test MOB0045,2.0,Restricted Standby,-100,1561,,pcarrillo3,RS Function Test,Single,Active,Win 11,SIT 2,jvirata,To qualify RS Mode system behavior,,,
MOB0045,SW,RS Function Test MOB0045,2.0,Restricted Standby,-100,1561,,pcarrillo3,RS Function Test,Single,Active,Win 11,SOVP,jvirata,To qualify RS Mode system behavior,,,
5717PA,SW,Jumpstart Performance Test 5717PA,5.4,Jumpstart,-100,480,High,msaadon,MS Logo,Matrix,Active,Win 11,nan,afukita1,"Support a first run experience that shows the power of Windows systems and delivers seamless, compelling out of the box experiences for customers across devices",,Win11,
5813PA,SW,Windows Sign Off images Checklist 5813PA,9.1,none,-100,480,,ycharmaine,Preload Sign-off Support,Matrix,Active,Win 11,SIT,afukita1,"To avoid miss track on MDA failure on Option devices, please follow below process of defect tracking:
1. Option drivers for YMT products : raise against Dock_dongle_Initial_FA
2. Option drivers for non-YMT products : raise against each related dock devices
Keep existing process on other devices",,Win11,
5813PA,SW,Windows Sign Off images Checklist 5813PA,9.1,none,-100,480,,ycharmaine,Preload Sign-off Support,Matrix,Active,Win 11,SVT,afukita1,"To avoid miss track on MDA failure on Option devices, please follow below process of defect tracking:
1. Option drivers for YMT products : raise against Dock_dongle_Initial_FA
2. Option drivers for non-YMT products : raise against each related dock devices
Keep existing process on other devices",,Win11,
LOG0001,SW,Signed Driver (Check Logo) Validation LOG0001,1.5,CheckLogo,-100,480,,msaadon,Preload Sign-off Support,Single,Active,"Win 10, Win 11",SIT,afukita1,"To check all preload drivers are having correct OS signature
The activity needs to be performed GM preload for refresh activity.

Please use the following tools:

W10: SignedDriver_W10.zip
W11: SignedDriver_W11.zip",,,
LOG0001,SW,Signed Driver (Check Logo) Validation LOG0001,1.5,CheckLogo,-100,480,,msaadon,Preload Sign-off Support,Single,Active,"Win 10, Win 11",SVT,afukita1,"To check all preload drivers are having correct OS signature
The activity needs to be performed GM preload for refresh activity.

Please use the following tools:

W10: SignedDriver_W10.zip
W11: SignedDriver_W11.zip",,,
5282PA,SW,WHCK2.1 Test Procedure for Windows 7/8.1(ROOT) 5282PA,1,none,-100,1440,,jl17582,ROOT: WHCK2.1 Test Procedure for Windows 7/8.1 - 5282PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,kaoki1@necp.co.jp,To explain about new WHCK2.1 test kit and to help the tester to identify failures,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5282PA,SW,WHCK2.1 Test Procedure for Windows 7/8.1(ROOT) 5282PA,1,none,-100,1440,,jl17582,ROOT: WHCK2.1 Test Procedure for Windows 7/8.1 - 5282PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,kaoki1@necp.co.jp,To explain about new WHCK2.1 test kit and to help the tester to identify failures,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5282PA,SW,WHCK2.1 Test Procedure for Windows 7/8.1(ROOT) 5282PA,1,none,-100,1440,,jl17582,ROOT: WHCK2.1 Test Procedure for Windows 7/8.1 - 5282PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,kaoki1@necp.co.jp,To explain about new WHCK2.1 test kit and to help the tester to identify failures,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5283PA,SW,WHCK2.1 Test Procedure for Windows 7/8.1 5283PA,1.7,none,-100,1440,,jl17582,ROOT: WHCK2.1 Test Procedure for Windows 7/8.1 - 5282PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,kaoki1@necp.co.jp,To explain about the test procedure of WHCK in Windows 7/8/8.1 to the tester,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5283PA,SW,WHCK2.1 Test Procedure for Windows 7/8.1 5283PA,1.7,none,-100,1440,,jl17582,ROOT: WHCK2.1 Test Procedure for Windows 7/8.1 - 5282PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,kaoki1@necp.co.jp,To explain about the test procedure of WHCK in Windows 7/8/8.1 to the tester,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5283PA,SW,WHCK2.1 Test Procedure for Windows 7/8.1 5283PA,1.7,none,-100,1440,,jl17582,ROOT: WHCK2.1 Test Procedure for Windows 7/8.1 - 5282PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,kaoki1@necp.co.jp,To explain about the test procedure of WHCK in Windows 7/8/8.1 to the tester,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
3662PA,SW,QFE status verification in Preload for W7 3662PA <OBSOLETED>,1.4,none,-100,0,,msaadon,Obsoleted,Single,Active,Win 10,SVT,kaoki1@necp.co.jp,"As per the new MDA criteria for Vista, a certain list of QFEs need to be included in the preload.
The Preload needs to be updated regularly to include the new QFEs which are released.
We use the tool provided in the test case to check for missing QFEs.",,,
3961PA,SW,Windows-7: Velocity test 3961PA <OBSOLETED>,4,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win7 Home premium,SIT,kaoki1@necp.co.jp,Run Velocity 4 Test tool on test systems and measure the system performance.,,"W7P32, W7P64",
3961PA,SW,Windows-7: Velocity test 3961PA <OBSOLETED>,4,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win7 Home premium,FVT,kaoki1@necp.co.jp,Run Velocity 4 Test tool on test systems and measure the system performance.,,"W7P32, W7P64",
3961PA,SW,Windows-7: Velocity test 3961PA <OBSOLETED>,4,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win7 Home premium,SVT,kaoki1@necp.co.jp,Run Velocity 4 Test tool on test systems and measure the system performance.,,"W7P32, W7P64",
3963PA,SW,Windows-7: Velocity Measurement test 3963PA <OBSOLETED>,1.2,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win7 Home premium,SIT,kaoki1@necp.co.jp,Run Velocity Test tool on test systems and measure the system performance.,,"W7P32, W7P64",
3963PA,SW,Windows-7: Velocity Measurement test 3963PA <OBSOLETED>,1.2,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win7 Home premium,FVT,kaoki1@necp.co.jp,Run Velocity Test tool on test systems and measure the system performance.,,"W7P32, W7P64",
3963PA,SW,Windows-7: Velocity Measurement test 3963PA <OBSOLETED>,1.2,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win7 Home premium,SVT,kaoki1@necp.co.jp,Run Velocity Test tool on test systems and measure the system performance.,,"W7P32, W7P64",
4381PA,SW,W7: Validate MDA to check QFE status in Win7 Preload 4381PA <OBSOLETED>,1.2,none,-100,120,,msaadon,Obsoleted,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,kaoki1@necp.co.jp,To confirm list of QFEs in a Preloaded system is with compliance with the list of QFE prescribed by Microsoft,,"Win7 U64 Preload, Win7 S32 Preload, Win7 HB32 Preload, Win7 HP32 Preload, Win7 HP64 Preload, Win7 P32 Preload, Win7 U32 Preload, Win7 HB64 Preload, Win7 P64 Preload",
4385PA,SW,Beep sound verification 4385PA <OBSOLETED>,1.3,none,-100,96,,msaadon,Obsoleted,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,kaoki1@necp.co.jp,To verify system beep sound behavior is followed ThinkPad standard,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5277PA,SW,ADK Lite for Windows 8.1 5277PA <OBSOLETED>,1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 8.1,SIT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK Lite,,"Win81-64bit, Win81-32bit",
5277PA,SW,ADK Lite for Windows 8.1 5277PA <OBSOLETED>,1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 8.1,FVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK Lite,,"Win81-64bit, Win81-32bit",
5277PA,SW,ADK Lite for Windows 8.1 5277PA <OBSOLETED>,1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 8.1,SVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK Lite,,"Win81-64bit, Win81-32bit",
5278PA,SW,ADK Lite for Windows 8.1 5278PA,1.6,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 8.1,SIT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK Lite tool,,"Win81-64bit, Win81-32bit",
5278PA,SW,ADK Lite for Windows 8.1 5278PA,1.6,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 8.1,FVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK Lite tool,,"Win81-64bit, Win81-32bit",
5278PA,SW,ADK Lite for Windows 8.1 5278PA,1.6,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 8.1,SVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK Lite tool,,"Win81-64bit, Win81-32bit",
5279PA,SW,W8.1: Validate MDA to check QFE status in 8.1 Preload 5279PA <obsoleted>,1,none,-100,120,,msaadon,Obsoleted,Matrix,Active,"Win 8, Win 8.1",SVT,kaoki1@necp.co.jp,To confirm list of QFEs in a Preloaded system is with compliance with the list of QFE prescribed by Microsoft,,"W8P32, W8SL64, W8SL32, W8H64, W8H32, Win81-64bit, Win81-32bit, W8P64",
5284PA,SW,QFE status verification in Preload for W8/W8.1 5284PA <OBSOLETED>,1,none,-100,0,,msaadon,Obsoleted,Single,Active,Win 10,SVT,kaoki1@necp.co.jp,"As per the new MDA criteria for Vista, a certain list of QFEs need to be included in the preload.
The Preload needs to be updated regularly to include the new QFEs which are released.
We use the tool provided in the test case to check for missing QFEs.",,,
5300PA,SW,FFRT: WHCK2.1 Test Procedure for Windows 7/8.1 5300PA <OBSOLETED>,1.1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,kaoki1@necp.co.jp,To confirm main test area working fine for FFRT,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5300PA,SW,FFRT: WHCK2.1 Test Procedure for Windows 7/8.1 5300PA <OBSOLETED>,1.1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SVT,kaoki1@necp.co.jp,To confirm main test area working fine for FFRT,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5447PA,SW,HLK test for Windows 10 5447PA <OBSOLETED>,2.3,none,-100,960,High,msaadon,Obsoleted,Matrix,Active,Win 10,SIT,kaoki1@necp.co.jp,To qualify SUT based on MS Logo certification,,Win10-64bit,
5447PA,SW,HLK test for Windows 10 5447PA <OBSOLETED>,2.3,none,-100,960,High,msaadon,Obsoleted,Matrix,Active,Win 10,FVT,kaoki1@necp.co.jp,To qualify SUT based on MS Logo certification,,Win10-64bit,
5447PA,SW,HLK test for Windows 10 5447PA <OBSOLETED>,2.3,none,-100,960,High,msaadon,Obsoleted,Matrix,Active,Win 10,SVT,kaoki1@necp.co.jp,To qualify SUT based on MS Logo certification,,Win10-64bit,
5448PA,SW,HLK test for Windows 10(ROOT) 5448PA <OBSOLETED>,1,none,-100,960,,msaadon,Obsoleted,Matrix,Active,Win 10,SIT,kaoki1@necp.co.jp,To qualify System via HLK test kit,,"Win10-32bit, Win10-64bit",
5448PA,SW,HLK test for Windows 10(ROOT) 5448PA <OBSOLETED>,1,none,-100,960,,msaadon,Obsoleted,Matrix,Active,Win 10,FVT,kaoki1@necp.co.jp,To qualify System via HLK test kit,,"Win10-32bit, Win10-64bit",
5448PA,SW,HLK test for Windows 10(ROOT) 5448PA <OBSOLETED>,1,none,-100,960,,msaadon,Obsoleted,Matrix,Active,Win 10,SVT,kaoki1@necp.co.jp,To qualify System via HLK test kit,,"Win10-32bit, Win10-64bit",
5458PA,SW,ADK for Windows 10 5458PA <OBSOLETED>,1.7,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,SIT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK tool,,"Win10-32bit, Win10-64bit",
5458PA,SW,ADK for Windows 10 5458PA <OBSOLETED>,1.7,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,FVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK tool,,"Win10-32bit, Win10-64bit",
5458PA,SW,ADK for Windows 10 5458PA <OBSOLETED>,1.7,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,SVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK tool,,"Win10-32bit, Win10-64bit",
5459PA,SW,ADK Test for Windows 10 5459PA,1.1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,SIT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK tool,,"Win10-32bit, Win10-64bit",
5459PA,SW,ADK Test for Windows 10 5459PA,1.1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,FVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK tool,,"Win10-32bit, Win10-64bit",
5459PA,SW,ADK Test for Windows 10 5459PA,1.1,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,SVT,kaoki1@necp.co.jp,To Measure the system performance and analyse the issues through ADK tool,,"Win10-32bit, Win10-64bit",
5671PA,SW,W10: Image Adoption Validation for Win10 Preload 5671PA <OBSOLETED>,1.2,none,-100,120,,msaadon,Obsoleted,Matrix,Active,"Win 10, Win7 Home premium",SVT,kaoki1@necp.co.jp,"As per the new MDA criteria for Vista, a certain list of QFEs need to be included in the preload. The Preload needs to be updated regularly to include the new QFEs which are released. We use the tool provided in the test case to check for missing QFEs.",,"W10P32, W10SL32, W10_32, W10SL64, W10_64, W10P64",
5679PA,SW,FFRT: HLK Test for Windows 10 5679PA <OBSOLETED>,1.2,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,Concept,kaoki1@necp.co.jp,To confirm main test area working fine for FFRT,,"Win10-32bit, Win10-64bit",
5679PA,SW,FFRT: HLK Test for Windows 10 5679PA <OBSOLETED>,1.2,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,SIT,kaoki1@necp.co.jp,To confirm main test area working fine for FFRT,,"Win10-32bit, Win10-64bit",
5679PA,SW,FFRT: HLK Test for Windows 10 5679PA <OBSOLETED>,1.2,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,FVT,kaoki1@necp.co.jp,To confirm main test area working fine for FFRT,,"Win10-32bit, Win10-64bit",
5679PA,SW,FFRT: HLK Test for Windows 10 5679PA <OBSOLETED>,1.2,none,-100,480,,msaadon,Obsoleted,Matrix,Active,Win 10,SVT,kaoki1@necp.co.jp,To confirm main test area working fine for FFRT,,"Win10-32bit, Win10-64bit",
MMA0002,SW,AMD: Low Power Audio Playback Test,1.22,"AMD, Audio Playback, Low Power",-100,480,,jcamarador,AMD Audio Test,Matrix,Active,"Win 10, Win 11",FVT,bazcueta,To test Low Power Audio Playback,,"Win10, Win11",
MMA0002,SW,AMD: Low Power Audio Playback Test,1.22,"AMD, Audio Playback, Low Power",-100,480,,jcamarador,AMD Audio Test,Matrix,Active,"Win 10, Win 11",SIT,bazcueta,To test Low Power Audio Playback,,"Win10, Win11",
MMA0004,SW,AMD Freesync,2.2,"AMD, Freesync",-100,480,,jcamarador,AMD Freesync,Matrix,Active,"Win 10, Win 11",FFRT,bazcueta,To test AMD Freesync functionality,,"Win10, Win11",
MMA0004,SW,AMD Freesync,2.2,"AMD, Freesync",-100,480,,jcamarador,AMD Freesync,Matrix,Active,"Win 10, Win 11",FVT,bazcueta,To test AMD Freesync functionality,,"Win10, Win11",
