Case ID,Case type,Case name,Version,Keywords,Auto type,Workloading,Priority,Creator,Category folder,Execution Type,Status,OS,Phase,Owner,Objective,Release notes,Type matrix,Case tools
3780PA,SW,FFRT : Power Manager Function test 3780PA,2.8,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,SVT",vthangavel,To verify Power Manager function,,"Win7- 64bit, Win7- 32bit",
3911PA,SW,FFRT:TrackPoint Function Test 3911PA,1.5,none,-100,192,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,SVT",vthangavel,To confirm final level of software - BIOS/H8/Drivers/Applications - before SIT exit.,,"Win7- 32 bit, Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit",
4064PA,SW,FFRT : Preloaded application version & Power Plan check 4064PA,3,none,-100,72,,vthangavel,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,SVT",vthangavel,To verify the latest version is installed or not on the target preload image,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4640PA,SW,FFRT:Lenovo Solution Center(LSC) Function test 4640PA,2.3,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify Lenovo Solution Center application functionaliry,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5228PA,SW,Unquoted Service Path 5228PA,1.1,none,-100,48,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To detect the service path that are contain space and unquoted.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5229PA,SW,FFRT Test item for Application team 5229PA,1.4,none,-100,0,,tmitsuhashi,ROOT: FFRT Test item for Application team - 5229PA,Single,Active,Win 10,SIT,vthangavel,to confirm final level of applications before SIT exit,,NULL,
2874PA,SW,Fingerprint PreBoot Authentication Function test 2874PA,4.4,none,-100,480,,vthangavel,MAIN: Fingerprint PreBoot Authentication Function test - 2874PA,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,To confirm Finger Print Preboot Authentication functionality using fingerprint,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4046PA,SW,FVT: Fingerprint Software Function Test 4046PA,1.7.2,none,-100,168,,mmontecer,ROOT: FVT: Fingerprint Software Function Test  - 4046PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To confirm basic fingerprint functions during early system phase.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5320PA,SW,Touch FPR Sensor function test 5320PA,2.3,none,-100,480,,gkothandaram,ROOT: Lenovo Fingerprint function test - 5334PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,confirm FPR function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5334PA,SW,Lenovo Fingerprint function test 5334PA,1,none,-100,480,,tmitsuhashi,ROOT: Lenovo Fingerprint function test - 5334PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,confirm fingerprint function using Paladin FPR,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5607PA,SW,Touch FPR driver test on SIT 5607PA,4.2,none,-100,720,,ycharmaine,ROOT: Touch Sensor FPR Application test - 5501PA,Matrix,Active,"Win 10, Win 11",SIT,vthangavel,confirm the FPR driver function with OS native FMA,,Win10-64bit,
5614PA,SW,W7:Metallica FPR Application test 5614PA,1.3,none,-100,600,,vthangavel,ROOT: Touch Sensor FPR Application test - 5501PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm the function of the application under test,,"Win7- 64bit, Win7- 32bit",
5689PA,SW,All: FPR Touch driver installation test with SGX support 5689PA,1.1,none,-100,240,,fyuan,ROOT: Touch Sensor FPR Application test - 5501PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,-confirm FPR touch driver(non-SGX) can be upgraded to latest FPR touch driver(SGX support).,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
AP_0033,SW,Fingerprint Reliability Test,1.1,fingerprint,-100,480,,jpajaro1,ROOT: Touch Sensor FPR Application test - 5501PA,Matrix,Active,Win 10,SIT,jpajaro1,Confirm the FPR reliability.,,Win10-64bit,
2938PA,SW,Fingerprint Reliability and Power Management Test 2938PA,2.4,none,-100,240,,tmitsuhashi,ROOT: Validity Fingerprint Software Fucntion Test - 5109PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm Fingerprint Function during Power Management Operations and Reliability,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5065PA,SW,W7: Validity Fingerprint function test 5065PA,1.2,none,-100,240,,tmitsuhashi,ROOT: Validity Fingerprint Software Fucntion Test - 5109PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,verify Validity fingerprint software,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5118PA,SW,W7: FVT: Validity Fingerprint Software Function Test 5118PA,1.2,none,-100,480,,tmitsuhashi,ROOT: W7: FVT: Validity Fingerprint Software Function Test - 5118PA,Matrix,Active,"Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,Verify Validity Fingerprint software,,"Win7- 64bit, Win7- 32bit",
5110PA,SW,Chrome:Battery FW confirmation 5110PA,1,none,-100,144,,chen.xin@aws-i.com.cn,MAIN: DRAFT: Chrome:Battery FW confirmation - 5110PA,Matrix,Active,Win 10,SIT,vthangavel,-Confirm Battery Firmware,,Chrome OS,
5715PA,SW,20151209-11:34:22 Chrome:Battery FW confirmation 5715PA,1,none,-100,144,,chen.xin@aws-i.com.cn,MAIN: DRAFT: Chrome:Battery FW confirmation - 5110PA,Matrix,Active,Win 10,SIT,vthangavel,-Confirm Battery Firmware,,Chrome OS,
5045PA,SW,Google Chrome : Trackpoint and Touchpad Device Function Test 5045PA,1.1,none,-100,240,,tmitsuhashi,ROOT: Application team: Google Chrome OS test - 5286PA,Matrix,Active,Win 10,"SIT,FVT",vthangavel,To qualify Trackpoint and Touchpad for Google chrome,,"Chrome OS, Win10-32bit, Win10-64bit",
5062PA,SW,Google Chrome: Cloud Print Function Test 5062PA,1,none,-100,240,,tmitsuhashi,ROOT: Application team: Google Chrome OS test - 5286PA,Matrix,Active,Win 10,"SIT,FVT",vthangavel,To qualify the Google chrome machine using Cloud Printing,,"Chrome OS, Win10-32bit, Win10-64bit",
5285PA,SW,Google Chrome: Application team coverage 5285PA,1.1,none,-100,480,,tmitsuhashi,ROOT: Application team: Google Chrome OS test - 5286PA,Matrix,Active,Win 10,"SIT,FVT",vthangavel,perform Application team's test coverage,,"Chrome OS, Win10-32bit, Win10-64bit",
5286PA,SW,Application team: Google Chrome OS test 5286PA,1.1,none,-100,0,,tmitsuhashi,ROOT: Application team: Google Chrome OS test - 5286PA,Single,Active,Win 10,"SIT,FVT",vthangavel,confirm Google Chrome OS,,NULL,
5316PA,SW,Google Chrome: Yoga function test 5316PA,1,none,-100,240,,tmitsuhashi,ROOT: Application team: Google Chrome OS test - 5286PA,Matrix,Active,Win 10,"SIT,FVT",vthangavel,Confirm Yoga function on Chrome OS,,"Chrome OS, Win10-32bit, Win10-64bit",
4442PA,SW,FVT: Active Protection function confirmaiton with transparent cover 4442PA,1.4,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT: FVT: Active Protection function confirmaiton with transparent cover - 4442PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,verify the actual HDD behavior using Active Protection System,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4048PA,SW,FVT: HDD Active Protection System 4048PA,1.9,none,-100,72,,vthangavel,ROOT: FVT: HDD Active Protection System  - 4048PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To confirm Active Protection System functionality during early phase,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2705PA,SW,HDD Active Protection System - Basic Team 2705PA,3.5.1,none,-100,384,,timothy.roasa@awsys-i.com,ROOT: HDD Active Protection System - 2706PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify basic related function with enabling HDD Active Protection System,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
2706PA,SW,HDD Active Protection System 2706PA,2,none,-100,0,,tmitsuhashi,ROOT: HDD Active Protection System - 2706PA,Single,Active,Win 10,SIT,vthangavel,Confirm that APS is working correctly on Thinkpad systems,,NULL,
3677PA,SW,HDD Active Protection System with SSD support 3677PA,1.5,none,-100,192,,shaun.casantusan@awsys-i.com,ROOT: HDD Active Protection System - 2706PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify APS basic functions using SSD,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
3900PA,SW,HDD Active Protection System during Pen Activity 3900PA,1.2,none,-100,120,,tmitsuhashi,ROOT: HDD Active Protection System - 2706PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify APS basic functions with tablet PCs during Pen/Touch Activities,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4446PA,SW,Active Protection function confirmaiton with transparent cover 4446PA,1,none,-100,144,,tmitsuhashi,ROOT: HDD Active Protection System - 2706PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,verify the actual HDD behavior using Active Protection System,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4673PA,SW,HDD Active Protection System confirmation with Encrypted drive 4673PA,1.2,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: HDD Active Protection System - 2706PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,Confirm APS function works with encrypted drive by the following:-WinMagic-Symantec PGP WDE,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5173PA,SW,APS temporary Disble Function test 5173PA,1.2,none,-100,480,,tmitsuhashi,ROOT: HDD Active Protection System - 2706PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",vthangavel,To qualify APS disable function,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4894PA,SW,FVT:W8.1/W10:Hotkey Features-OSD&Application launcher verification for Tablet & CS13 KBD 4894PA,2.7,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: FVT:W8:Hotkey Features-OSD&Application launcher verification for Tablet & CS13 KBD - 4894PA,Matrix,Active,"Win 10, Win 8.1",FVT,vthangavel,To verify On Screen Display function controlled by Hotkey in Windows 8 for Tablets & CS13 layout Keyboards,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5640PA,SW,NEC: W8.1/W10: Hotkey function and OSD check on SIT 5640PA,1.1,none,-100,360,,mmontecer,ROOT: Hotkey functions verification test - 2174PA,Matrix,Active,"Win 10, Win 8.1",SIT,vthangavel,confirm Hotkey features and On screen display using NEC model system,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5641PA,SW,NEC: W8.1/W10: Hotkey function and OSD check on Keyboard w/Numpad in SIT 5641PA,1.1,none,-100,360,,mmontecer,ROOT: Hotkey functions verification test - 2174PA,Matrix,Active,"Win 10, Win 8.1",SIT,vthangavel,confirm Hotkey function and OSD are working accordingly using NEC model system,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5751PA,SW,Hotkey Features-OSD&Application launcher verification for Tablet & KBD 5751PA,3.0,none,-100,480,High,amannem2,ROOT: Hotkey functions verification test - 2174PA,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,To validate Hotkey functionality w/ Thinkpad KBD's,,Win10-64bit,
5820PA,SW,Retro: W10:Hotkey Features-OSD&Application launcher verification for Tablet & CS16 KBD 5820PA,1.0.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: Hotkey functions verification test - 2174PA,Matrix,Active,Win 10,"SIT,FVT",vthangavel,To Quality Hotkey Functionality in Retro keyboard,,Win10-64bit,
AP_0015,SW,FVT Hotkey Features-OSD&Application launcher verification,1.0,Hotkey,-100,240,High,mmontecer,ROOT: Hotkey functions verification test - 2174PA,Single,Active,Win 10,FVT,vthangavel,To test Hotkey Features OSD & Application launcher verification,,NULL,
4490PA,SW,SMB : FVT : Hotkey Features - Function key behavior confirmation 4490PA,1.2,none,-100,480,,tmitsuhashi,ROOT: SMB : FVT : Hotkey Features - Function key behavior confirmation - 4490PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To verify hotkey function behavior,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5638PA,SW,NEC: W8.1/W10: Hotkey function and OSD check on Keyboard w/Numpad 5638PA,1.1,none,-100,240,,mmontecer,ROOT:NEC:Hotkey Features and OSD check on FVT,Matrix,Active,"Win 10, Win 8.1",FVT,vthangavel,confirm Hotkey function and OSD are working accordingly using NEC model system,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5639PA,SW,NEC: W8.1/W10: Hotkey function and OSD check 5639PA,1.1,none,-100,240,,mmontecer,ROOT:NEC:Hotkey Features and OSD check on FVT,Matrix,Active,"Win 10, Win 8.1",FVT,vthangavel,confirm Hotkey function and OSD are working accordingly using NEC model system,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
4667PA,SW,HDD Protection-ILS 4667PA,1.0.1,none,-100,240,,timothy.roasa@awsys-i.com,MAIN: HDD Protection-ILS - 4667PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To confirm HDD protection function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4672PA,SW,On Screen Display for-ILS 4672PA,1,none,-100,240,,tmitsuhashi,MAIN: On Screen Display for-ILS - 4672PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To confirm On Screen Display is working as expected,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4674PA,SW,Thef Deterrent-ILS 4674PA,1.0.1,none,-100,240,,timothy.roasa@awsys-i.com,MAIN: Thef Deterrent-ILS - 4674PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To confirm Theft Deterrent function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5181PA,SW,IES: ArtRage function test 5181PA,1,none,-100,240,,tmitsuhashi,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,Confirm Application is working properly,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5182PA,SW,IES:Media Camera function test 5182PA,1.0.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,verify Media Camera application,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5193PA,SW,IES:McAfee AntiVirus Plus function test 5193PA,1,none,-100,240,,tmitsuhashi,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,verify McAfee functions,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5196PA,SW,IES: ClassroomManagement-Tutor PC function test 5196PA,1.2,none,-100,240,,tmitsuhashi,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,verify Classroom Management (Tutor and Student)function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5201PA,SW,Intel Education Software Function test 5201PA,1.1,none,-100,1968,,tmitsuhashi,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,confirm function of Intel Education software,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5204PA,SW,IES: Classroom Management-Student PC function test 5204PA,1.0.1,none,-100,144,,timothy.roasa@awsys-i.com,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm Classroom Management funciton with Student PC,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5205PA,SW,LabCam function test 5205PA,1,none,-100,240,,tmitsuhashi,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,Verify the function of the LabCam,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5207PA,SW,IES: Kno function test 5207PA,1,none,-100,144,,tmitsuhashi,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm Kno application,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5259PA,SW,IES:SPARKvue function 5259PA,1,none,-100,480,,tmitsuhashi,ROOT: Intel Education Software Function test - 5201PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm SPARKvue basic function,,"Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4787PA,SW,SCCM driver package confirmation by MDT 4787PA,3.8,none,-100,540,,ycharmaine,ROOT: SCCM Driver package confirmation test by MDT - 4867PA,Matrix,Active,"Win 10, Win7 Home premium, Win7 Ultimate","FVT,SIT",vthangavel,-Confirm SCCM driver package using Microsoft Deployment Toolkit,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4867PA,SW,SCCM Driver package confirmation test by MDT 4867PA,1.1,none,-100,240,,tmitsuhashi,ROOT: SCCM Driver package confirmation test by MDT - 4867PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","FVT,SIT",vthangavel,-Confirm SCCM driver package using Microsoft Deployment Toolkit,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5653PA,SW,SCCM driver basic function check 5653PA,1.7,none,-100,240,,gkothandaram,ROOT: SCCM Driver package confirmation test by MDT - 4867PA,Matrix,Active,"Win 10, Win 11","FVT,SIT",vthangavel,"confirm the SCCM driver's basic function, WL is based on per config only",,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
AP_0026,SW,W10:HSA Package Validation Test by MDT,0.2,HSA,-100,480,High,vthangavel,ROOT: SCCM Driver package confirmation test by MDT - 4867PA,Single,Active,Win 10,SIT,vthangavel,To Validate Thinkpad Hardware Supported Applications via MDT Deployment Method,,NULL,
5325PA,SW,3D Camera Application test (Personify Omni) 5325PA,1.4,none,-100,480,,tmitsuhashi,ROOT: Application team: Integrated Camera test - 5340PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",vthangavel,-confirm Personify Omni application will not be affected or will not encounter unxpected behavior under different usage case or coexistense cases.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5339PA,SW,3D Camera: Application team test coverage 5339PA,1.2.1,none,-100,480,,timothy.roasa@awsys-i.com,ROOT: Application team: Integrated Camera test - 5340PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm 3D camera under typical usage scenario case,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5340PA,SW,Application team: Integrated Camera test 5340PA,1.1,none,-100,0,,tmitsuhashi,ROOT: Application team: Integrated Camera test - 5340PA,Single,Active,Win 10,"SIT,FVT",vthangavel,perform Application team's Camera related test coverage,,NULL,
5391PA,SW,"""Welcome to Intel® RealSense™ 3D Camera"" function test 5391PA",1.3,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: Application team: Integrated Camera test - 5340PA,Matrix,Active,"Win 10, Win 8.1","SIT,FVT",vthangavel,-confirm application's basic function.-confirm application's compatibility with other 2D camera applications and other usage related scenarios,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit",
5636PA,SW,OS Face Recognition 5636PA,2.3,none,-100,1680,,gkothandaram,ROOT: Application team: Integrated Camera test - 5340PA,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,confirm Windows Hello's face recognition is working with 3D Camera model system,,"Win 10 64bit, Win 11 64bit",
5801PA,SW,Mirametrix Function Test 5801PA,2.1,Glance,-100,3360,High,qvanessa,ROOT: Application team: Integrated Camera test - 5340PA,Matrix,Active,"Win 10, Win 11","FFRT,FVT,SIT",vthangavel,"To validate Mirametrix Function
Make sure to perform this test on all camera type. Glance9.x or higher should be used on Computer Vision system.
When reporting issues, make sure to include information of the failing camera module and its HW ID.",,"Win10-64bit, Win11-64bit",
AP_0016,SW,Thinkshutter Coexistence Test with Windows Hello and Glance,1.5,"Camera, Thinkshutter, Windows Hello, Glance Mirametrix",-100,120,Middle,mmontecer,ROOT: Application team: Integrated Camera test - 5340PA,Single,Active,NULL,SIT,vthangavel,Thinkshutter Coexistence Test with Windows Hello and Glance,,NULL,
AP_0019,SW,Glance Privacy Guard Function Test Case AP_0019,1.8,Privacy,-100,3840,High,amannem2,ROOT: Application team: Integrated Camera test - 5340PA,Single,Active,"Win 10, Win 11","FFRT,FVT,SIT",qvanessa,"To qualify the following Glance Mirametrix features:
1. Presence Detection
2. Privacy Alert
3. Privacy Guard
4. Smart Display
When reporting issues, make sure to include information of the failing camera module and its HW ID.",,NULL,
AP_0025,SW,Glance Digital Wellness Function Test Case AP_0025,0.9,Glance,-100,1440,Middle,qvanessa,ROOT: Application team: Integrated Camera test - 5340PA,Single,Active,"Win 10, Win 11","FFRT,FVT,SIT",qvanessa,"To qualify Digital Wellness feature from Glance Mirametrix app.

When reporting issues, make sure to include information of the failing camera module and its HW ID.",,NULL,
AP_0037,SW,Glance Video Conferencing Function Test,0.8,Glance,-100,1200,,qvanessa,ROOT: Application team: Integrated Camera test - 5340PA,Single,Active,"Win 10, Win 11","FFRT,FVT,SIT",qvanessa,"To qualify Video Conferencing function of Glance Mirametrix.

When reporting issues, make sure to include information of the failing camera module and its HW ID.",,NULL,
4491PA,SW,All:Intel Small Business Advance 4491PA,1.1,none,-100,480,,tmitsuhashi,ROOT: All:Intel Small Business Advance for FVT - 4491PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",FVT,vthangavel,To confirm Intel Small Business Advance application,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4524PA,SW,SIT: Intel Small Business Advance function test 4524PA,2.0.1,none,-100,240,,timothy.roasa@awsys-i.com,ROOT: Intel Small Business Advance - 4634PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To confirm Intel Small Business Advance application,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4634PA,SW,Intel Small Business Advance 4634PA,1.2,none,-100,0,,tmitsuhashi,ROOT: Intel Small Business Advance - 4634PA,Single,Active,Win 10,SIT,vthangavel,To confirm Intel Small Business Advance application,,NULL,
4551PA,SW,SBA : USB Blocker Function Test 4551PA,1.2,none,-100,480,,tmitsuhashi,ROOT: SBA : USB Blocker Function Test - 4551PA,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,To quality SBA USB Blocker functionality.,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
5633PA,SW,Intel SGX function test 5633PA,1.3.2,none,-100,240,,timothy.roasa@awsys-i.com,ROOT:Intel SGX function test,Matrix,Active,"Win 10, Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm the basic function of Intel SGX using Intel's tool,,"Win81-64bit, Win81-32bit, Win10-32bit, Win10-64bit, Win7- 64bit, Win7- 32bit",
4504PA,SW,W7/W8.1:Lenovo Solution Center(LSC) Function test 4504PA,3.7,none,-100,480,,vthangavel,ROOT: Lenovo Solution Center(LSC) Function test - 4521PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate",SIT,vthangavel,To verify LSC function,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
4521PA,SW,Lenovo Solution Center(LSC) Function test 4521PA,1.4,none,-100,0,,tmitsuhashi,ROOT: Lenovo Solution Center(LSC) Function test - 4521PA,Single,Active,Win 10,SIT,tmitsuhashi,To verify Lenovo Solution Center application functionaliry,,NULL,
4636PA,SW,Lenovo Solution Center 4636PA,1.4,none,-100,240,,shaun.casantusan@awsys-i.com,ROOT: Lenovo Solution Center(LSC) Function test - 4521PA,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",tmitsuhashi,To qualify LSC.,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
5666PA,SW,Vantage OLED Power Settings 5666PA,2.2,none,-100,720,,qvanessa,ROOT:OLED Application test,Matrix,Active,"Win 10, Win 11","SIT,FVT",vthangavel,- Confirm OLED Power Settings UI in Vantage and basic function of each settings,,"Win10-32bit, Win10-64bit",
5667PA,SW,Win7/Win8.1:Lenovo OLED Settings 5667PA,1.1,none,-100,480,,shaun.casantusan@awsys-i.com,ROOT:OLED Application test,Matrix,Active,"Win 8.1, Win7 Home premium, Win7 Starter, Win7 Ultimate","SIT,FVT",vthangavel,confirm the Basic function and UI of the application,,"Win81-64bit, Win81-32bit, Win7- 64bit, Win7- 32bit",
